product_name,product_description,price,ratings,reviews,product_link,image_link,website,date
HP Essiential,"Processor: Intel Intel Core i7, RAM: 64GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 Pixels",87067.0,4.4,Very good laptop with solid performance,https://www.amazon.com/HP-i7-1255U-Processor-Bluetooth-Touchscreen/dp/B0D9MNR2GK/ref=sr_1_1076?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1076,Not Available,Amazon,2024-11-04 20:13:12
Dell Latitude E7470,"Processor: Intel Core i7, RAM: 16GB, Storage: 512GB SSD, OS: Windows 10 Pro, Display: 14.1 inches 1366 x 768 pixels",19126.0,4.1,Very good laptop with solid performance,https://www.amazon.com/Dell-Latitude-i7-6600U-Windows-Renewed/dp/B07YQBS38Y/ref=sr_1_1077?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1077,Not Available,Amazon,2024-11-04 20:13:17
HP HP Laptop 17-by4025nr,"Processor: Intel Intel Core i3, RAM: 4GB, Storage: 256GB SSD, OS: Windows 11 Home, Display: 17.3 inches 1600 x 900 Pixels",32370.0,4.4,Very good laptop with solid performance,https://www.amazon.com/HP-Generation-Graphics-Bluetooth-17-by4025nr/dp/B09TG4XXYD/ref=sr_1_1078?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1078,Not Available,Amazon,2024-11-04 20:13:22
THKGRCE NX,"Processor: Intel Celeron, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 16.0 inches 1920x1200 Pixels",98769.0,4.1,Very good laptop with solid performance,https://www.amazon.com/THKGRCE-Computer-Processor-1920x1200P-Fingerprint/dp/B0D7P56F3W/ref=sr_1_1079?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1079,Not Available,Amazon,2024-11-04 20:13:25
Lenovo 004AUS,"Processor: Intel Intel Mobile CPU, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 1920 x 1200 Pixels",129397.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/Lenovo-ThinkPad-Business-1920x1200-Touchscreen/dp/B0DF9MVVMF/ref=sr_1_1080?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1080,Not Available,Amazon,2024-11-04 20:13:29
AimCare XPS,"Processor: Intel Intel Core Ultra 7, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 13.4 inches nan",124417.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/Display_Intel-Core-Intel_Arc_Graphics-Fingerprint-Thunderbolt-Graphite/dp/B0DJ525XV8/ref=sr_1_1081?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1081,Not Available,Amazon,2024-11-04 20:13:34
Dell Inspiron 14 7440 2 in 1,"Processor: Intel Others, RAM: 32GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 1920x1200 Pixels",74698.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/Dell-Latitude-5420-Touchscreen-Thunderbolt/dp/B0C13LFJ61/ref=sr_1_1082?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1082,Not Available,Amazon,2024-11-04 20:13:39
Lenovo ThinkPad P16s,"Processor: AMD Ryzen 7, RAM: 64GB, Storage: 4096GB SSD, OS: Windows 11 Pro, Display: 16.0 inches 3840 x 2400 Pixels",132799.0,4.1,Very good laptop with solid performance,https://www.amazon.com/Lenovo-P1-Gen-Touchscreen-Workstation/dp/B0B1V2KKZC/ref=sr_1_1083?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1083,Not Available,Amazon,2024-11-04 20:13:44
Lenovo Lenovo FLEX-14,"Processor: Intel Intel Core i5, RAM: 16GB, Storage: 1000GB SSD, OS: Windows 11, Display: 14.0 inches 1920 X 1080 Pixels",48969.0,Not Available,No reviews available,https://www.amazon.com/Lenovo-Computer-Touchscreen-Business-Portable/dp/B0DK4PF8V4/ref=sr_1_1084?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1084,Not Available,Amazon,2024-11-04 20:13:48
Lenovo Ideapad 3,"Processor: AMD AMD Ryzen 5 5500U, RAM: 8GB, Storage: 256GB SSD, OS: Windows 11, Display: 14.0 inches 1920 x 1080",31540.0,4.6,Excellent performance and premium build quality,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-82KT00GVUS/dp/B09BG841VC/ref=sr_1_1085?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1085,Not Available,Amazon,2024-11-04 20:13:53
HP ProBook 455 G10,"Processor: AMD Ryzen 7, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 Pixels",56567.0,Not Available,No reviews available,https://www.amazon.com/HP-ProBook-455-15-6-Notebook/dp/B0C1P79XRG/ref=sr_1_1086?dib=eyJ2IjoiMSJ9.W1s1BDNKnuSsXsac9dTVeTN4CHWsJ-c3nbHWGA7fFQWqqDipaCAsa9cP6dyPzTblH2gg21hfyFk3V5mgd7Ynk1O2z5FuGSvNnAYaMqW74bsNjwOTur8_5tb3xAyXJNUaDBbIZHouNt0Q0Msu7tSC91ktkdknw5tg9OFd7eps7zim85RusOopnVyytjNPhQ277tV8_vk-37zpocQnKq51xLkXu9Y9Oqts6iB2A8s9oTKHw_eSzU7nfvZp4ECn5XcjpsEW46vavdyoavAMgAyNnrbTy0XMt6mOAzNHfIZRCD0.5btJq5omQCqIFAuGi4fBL3RdnMShlmgxYsNi--nAK3o&dib_tag=se&qid=1730676935&s=pc&sr=1-1086,Not Available,Amazon,2024-11-04 20:13:57
DELL DELL Alienware M18 R2,"Processor: Intel Core i9, RAM: 64GB, Storage: 4096GB SSD, OS: Windows 11, Display: 18.0 inches 2560x1600",253067.0,Not Available,No reviews available,https://www.amazon.com/DELL-Alienware-2560x1600-i9-14900HX-Thunderbolt/dp/B0DJVSZ6S9/ref=sr_1_1084?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1084,Not Available,Amazon,2024-11-04 20:14:20
SAMSUNG Samsung Galaxy Book4,"Processor: Intel Intel Core i7, RAM: 16GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920x1080 Pixels",67155.0,4.7,Excellent performance and premium build quality,https://www.amazon.com/SAMSUNG-Galaxy-Book4-Business-Laptop/dp/B0D6B5WG5V/ref=sr_1_1085?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1085,Not Available,Amazon,2024-11-04 20:14:26
Apple MacBook Pro,"Processor: Intel Intel Core i9, RAM: 16GB, Storage: 512GB SSD, OS: Mac OS, Display: 15.4 inches 2736 x 1824 Pixels",34859.0,3.8,"Average performance, decent for daily use",https://www.amazon.com/Apple-MacBook-15-inch-Processor-MV912LL/dp/B083Z22L3H/ref=sr_1_1086?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1086,Not Available,Amazon,2024-11-04 20:14:31
acer Spin,"Processor: Intel Core i5, RAM: 8GB, Storage: 128GB SSD, OS: Chrome OS, Display: 13.5 inches nan",43807.0,4.7,Excellent performance and premium build quality,https://www.amazon.com/Acer-Chromebook-713-Touchscreen-Quard-Core/dp/B08FD6ZP6Q/ref=sr_1_1088?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1088,Not Available,Amazon,2024-11-04 20:14:39
ACEMAGIC AX17,"Processor: Intel Intel PDC G2030, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11, Display: 17.3 inches 1920 x 1080 Pixels",28219.0,4.1,Very good laptop with solid performance,https://www.amazon.com/ACEMAGIC-Computer-Premium-Processor-Business/dp/B0DCFD8J2N/ref=sr_1_1089?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1089,Not Available,Amazon,2024-11-04 20:14:43
Dell XPS 9315 2-in-1,"Processor: Intel Core i7, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 13.0 inches 2880x1920 MP",66399.0,3.3,"Average performance, decent for daily use",https://www.amazon.com/Dell-XPS-9315-Touch-Core/dp/B0BLGJDK72/ref=sr_1_1091?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1091,Not Available,Amazon,2024-11-04 20:14:51
INHONLAP No,"Processor: Intel core_m, RAM: 16GB, Storage: 512GB SSD, OS: 11 Pro, Display: 15.6 inches 1920 x 1080 Pixels",24817.0,4.1,Very good laptop with solid performance,https://www.amazon.com/INHONLAP-Computer-Display-Laptops-Processor/dp/B0D7VRK8XP/ref=sr_1_1092?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1092,Not Available,Amazon,2024-11-04 20:14:56
HP ENVY 2-in-1,"Processor: Intel Core i5, RAM: 8GB, Storage: 512GB SSD, OS: Windows 11, Display: 14.0 inches 1920 x 1080 Pixels",47142.0,4.4,Very good laptop with solid performance,https://www.amazon.com/HP-Touch-Screen-Graphics-Fingerprint-Backlit/dp/B0CHX7PDLY/ref=sr_1_1093?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1093,Not Available,Amazon,2024-11-04 20:15:01
HP ProBook 450 G9,"Processor: Intel Core i5, RAM: 16GB, Storage: 256GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 Pixels",51045.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/HP-Notebook-Computer-i5-1235U-Security/dp/B0B4GFNQV4/ref=sr_1_1094?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1094,Not Available,Amazon,2024-11-04 20:15:06
HP TPN-C152,"Processor: AMD AMD Ryzen 7, RAM: 64GB, Storage: 4096GB SSD, OS: Windows 11 Home, Display: 16.1 inches 1920 x 1080 Pixels",105741.0,3.5,"Average performance, decent for daily use",https://www.amazon.com/HP-Extreme-i7-1355U-GeForce-Windows/dp/B0D3WLDFBC/ref=sr_1_1095?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1095,Not Available,Amazon,2024-11-04 20:15:12
HP ENVY x360 Convertible 15-eu1026nr,"Processor: AMD AMD Ryzen 7, RAM: 8GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 15.0 inches 1920 x 1080 Pixels",57934.0,4.3,Very good laptop with solid performance,https://www.amazon.com/HP-Convertible-Processor-15-eu1026nr-Nightfall/dp/B09TG9G5JJ/ref=sr_1_1099?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1099,Not Available,Amazon,2024-11-04 20:15:25
HP TPN-C169,"Processor: Intel Core i7 Family, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Home, Display: 16.1 inches 1920 x 1080 Pixels",101177.0,4.7,Excellent performance and premium build quality,https://www.amazon.com/HP-Display-i7-13700HX-GeForce-Backlit/dp/B0CGJXGL3K/ref=sr_1_1101?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1101,Not Available,Amazon,2024-11-04 20:15:34
HP Notebook,"Processor: Intel Core i3 Family, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Home, Display: 15.6 inches 1366 x 768 Pixels",33199.0,4.1,Very good laptop with solid performance,https://www.amazon.com/HP-15-Notebook-i3-1115G4-Windows/dp/B0BN6WNJVY/ref=sr_1_1102?dib=eyJ2IjoiMSJ9.ZfqWEGOJHSkJMjy3A0AzPUE8A8_r0y4t8gy4ZxviPNR_enZD5qroffFQGQhQSd-6jhSj-queNgqBqsiLxnPRlm9MTDx_Iko2WG8rdLd2iUKJhpjjhl7CQA9jTucRNzFe_MXvZVxl1zQHNzFrPKspYrlGT96dvpO8oh1_FnFclyOl6sAQFN_TeCZTBikKscDG4zm5pNuO2aLdFcYVGLKYnuHdTiWvY0oeTgEz8cysmFbLpFOX8mObBHdM6lt2SxZ_FQ6MNdS_8tvtSsywuZBKkcCOKu9T4aZcosqn-owAPcE.JFkYmGiOqlcBQoioTx4QeOucDHgLbhj-RkWBW21DdoI&dib_tag=se&qid=1730676943&s=pc&sr=1-1102,Not Available,Amazon,2024-11-04 20:15:42
